거래번호,항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
16211,햄,소고기,열대과일,전지우유,요거트,롤빵,스프,고양이 사료,
16212,야채,허브,,,,,,,
16213,열대과일,양파,전지우유,버터우유,절인 야채,주방 수건,,,
16216,전지우유,요거트,치즈,크림 치즈,마가린,설탕,음료수,세정제,그릇
16220,디저트,캔맥주,,,,,,,
16221,소시지,전지우유,크림 치즈,식빵,,,,,
16222,소고기,롤빵,,,,,,,
16223,과일,요거트,패스트리,베이킹 파우더,,,,,
16225,야채,식빵,포도주,,,,,,
16226,디저트,병맥주,사탕,,,,,,
16227,디저트,패스트리,캔맥주,,,,,,
16228,전지우유,요거트,생수,소주,,,,,
16231,감귤,포도,사워 크림,밀가루,마가린,설탕,수프,베이킹 파우더,
16232,패스트리,케이크,,,,,,,
16233,요거트,생수,시럽,,,,,,
16234,전지우유,식빵,소다,,,,,,
16235,소시지,돼지고기,감귤,생수,소다,음료수,캔맥주,와인,
16236,과일,냉동 식품,,,,,,,
16237,소시지,식빵,,,,,,,
16239,소고기,야채,전지우유,버터,치즈,계란,생수,소다,
16244,치킨,감귤,열대과일,과일,전지우유,식빵,,,
16245,소시지,커피,캔맥주,소주,와인,포도주,쇼핑백,,
16247,전지우유,지퍼백,소다,캔맥주,,,,,
16251,감귤,전지우유,요거트,계란,껌,,,,
16253,소고기,열대과일,전지우유,음료수,냉동 야채,,,,
16255,햄,야채,전지우유,버터,사워 크림,치즈,롤빵,,
16257,요거트,치즈,롤빵,,,,,,
16258,햄,소고기,야채,전지우유,,,,,
16260,요거트,설탕,베이킹 파우더,야채 주스,신문,,,,
16261,치킨,전지우유,냉동 야채,롤빵,패스트리,,,,
16262,전지우유,계란,생수,소다,쇼핑백,,,,
16263,소시지,돼지고기,전지우유,커피,,,,,
16264,치킨,생수,,,,,,,
16265,감귤,딸기,전지우유,디저트,사워 크림,크림 치즈,생수,,
16266,열대과일,요거트,,,,,,,
16268,우유,냅킨,,,,,,,
16270,과일,생수,백포도주,신문,,,,,
16271,전지우유,요거트,머스타드,생수,신문,,,,
16272,커피,쇼핑백,,,,,,,
16273,소시지,소고기,식빵,생수,소다,캔맥주,쇼핑백,,
16274,감귤,생선 통조림,생수,,,,,,
16276,전지우유,요거트,커피,,,,,,
16277,사워 크림,롤빵,,,,,,,
16278,감귤,열대과일,식빵,야채 주스,냅킨,쇼핑백,,,
16279,버터우유,소금,식초,고양이 사료,,,,,
16282,소고기,열대과일,양파,전지우유,버터,요거트,롤빵,식빵,소스
16283,치킨,야채,마가린,생수,소다,,,,
16285,소시지,전지우유,크림 치즈,롤빵,소금,,,,
16288,치킨,기름,,,,,,,
16289,전지우유,신문,,,,,,,
16290,소시지,소고기,열대과일,전지우유,요거트,롤빵,생수,소다,
16295,치킨,감귤,야채,버터,계란,식빵,마가린,,
16296,음료수,롤빵,,,,,,,
16299,요거트,쇼핑백,,,,,,,
16300,포장 채소,생선,냅킨,,,,,,
16301,소시지,롤빵,신문,,,,,,
16302,과일,전지우유,요거트,패스트리,남성 화장품,,,,
16303,소다,냅킨,,,,,,,
16304,롤빵,소다,,,,,,,
16305,돼지고기,딸기,설탕,사탕,그릇,,,,
16306,치킨,포장 채소,냉동 야채,냉동 식품,음료수,신문,,,
16307,열대과일,전지우유,버터우유,식빵,쇼핑백,,,,
16309,소고기,버터,패스트리,소다,,,,,
16311,감귤,전지우유,계란,소다,,,,,
16312,소고기,전지우유,요거트,,,,,,
16315,치킨,전지우유,,,,,,,
16317,생수,소다,,,,,,,
16319,아이스크림,식빵,생수,소다,,,,,
16320,햄,냉동 식품,파스타,절인 야채,소다,음료수,사탕,,
16321,버터우유,사워 크림,강아지 사료,커피,소다,연마제,신문,,
16323,돼지고기,식빵,생수,소다,,,,,
16324,소시지,돼지고기,열대과일,요거트,냉동 야채,롤빵,생수,,
16325,딸기,식빵,생선 통조림,초콜릿,세정제,,,,
16326,소시지,감귤,요거트,세정제,비누,,,,
16329,소시지,롤빵,캔맥주,쇼핑백,,,,,
16330,롤빵,생수,캔맥주,신문,,,,,
16332,야채,포장 채소,패스트리,,,,,,
16333,롤빵,소다,,,,,,,
16334,허브,포장 채소,,,,,,,
16335,전지우유,패스트리,와플,쇼핑백,,,,,
16336,과일,전지우유,요거트,사워 크림,롤빵,기름,마가린,머스타드,
16337,돼지고기,야채,,,,,,,
16339,양파,우유,농축 우유,크림 치즈,소금,설탕,강아지 사료,소다,
16345,소고기,감귤,쌀,강아지 사료,소다,야채 주스,그릇,쇼핑백,
16349,아이스크림,냉동 디저트,,,,,,,
16350,패스트리,소다,,,,,,,
16352,베이킹 파우더,소다,쇼핑백,,,,,,
16356,소시지,소고기,과일,전지우유,크림 치즈,식빵,,
16358,롤빵,소다,,,,,,,
16359,생선,커피,,,,,,,
16360,열대과일,양파,,,,,,,
16361,버터우유,크림 치즈,롤빵,,,,,,
16362,햄,치즈,롤빵,,,,,,
16363,소고기,치킨,돼지고기,포장 채소,롤빵,패스트리,쌀,야채 주스,
16365,소시지,롤빵,초콜릿,,,,,,
16366,감귤,열대과일,버터우유,요거트,롤빵,,,,
16367,소시지,치즈,캔맥주,,,,,,
16368,소시지,롤빵,야채 주스,,,,,,
16369,롤빵,소다,,,,,,,
16370,소고기,절인 야채,커피,소주,신문,,,,
16372,소시지,과일,커피,,,,,,
16373,과일,치즈,,,,,,,
16374,열대과일,마가린,,,,,,,
16375,버터우유,롤빵,소고기,,,,,,
16376,패스트리,소다,,,,,,,
16378,계란,롤빵,,,,,,,
16379,롤빵,생선 통조림,,,,,,,
16380,감귤,과일,딸기,커피,세정제,양초,쇼핑백,,
16381,계란,소다,,,,,,,
16382,감귤,커피,야채 주스,캔맥주,초콜릿,사탕,쇼핑백,,
16383,감귤,버터,,,,,,,
16384,소시지,롤빵,소다,,,,,,
16385,아이스크림,식빵,,,,,,,
16386,감귤,치즈,향신료,커피,캔맥주,초콜릿,사탕,,
16387,과일,전지우유,신문,,,,,,
16388,감귤,전지우유,계란,패스트리,소금,기름,설탕,코코아,
16389,식빵,병맥주,,,,,,,
16390,소시지,생수,,,,,,,
16392,소시지,버터,패스트리,소다,그릇,,,,
16394,소다,비누,,,,,,,
16395,감귤,마요네즈,냉동 야채,식빵,절인 야채,생선 통조림,초콜릿,,
16396,소시지,소고기,전지우유,롤빵,케이크,쇼핑백,,,
16398,소고기,야채,,,,,,,
16399,소고기,햄,양파,치즈,아이스크림,소스,와플,그릇,
16404,패스트리,생선 통조림,간식,와플,,,,,
16405,사워 크림,치즈,초콜릿,연마제,,,,,
16407,돼지고기,야채,음료수,식빵,설탕,,,,
16410,간식,신문,사진 필름,,,,,,
16413,소다,캔맥주,,,,,,,
16414,병맥주,캔맥주,,,,,,,
16415,냉동 식품,소다,,,,,,,
16416,감귤,디저트,,,,,,,
16417,계란,식빵,야채 주스,와플,,,,,
16418,열대과일,요거트,생수,소다,,,,,
16420,포도,전지우유,아이스크림,생수,초콜릿,,,,
16423,열대과일,버터우유,계란,롤빵,생수,소다,야채 주스,,
16425,간식,냅킨,신문,,,,,,
16427,롤빵,캔맥주,쇼핑백,,,,,,
16428,아이스크림,소다,,,,,,,
16429,소시지,롤빵,,,,,,,
16430,요거트,소다,,,,,,,
16431,패스트리,소다,,,,,,,
16433,양파,치즈,생수,쇼핑백,,,,,
16434,사워 크림,냉동 야채,,,,,,,
16436,생수,병맥주,,,,,,,
16437,전지우유,요거트,냉동 감자,계란,롤빵,음료수,,,
16438,롤빵,파스타,병맥주,,,,,,
16439,생선,식빵,소다,,,,,,
16440,캔맥주,쇼핑백,,,,,,,
16441,병맥주,신문,,,,,,,
16443,화초,쇼핑백,,,,,,,
16444,돼지고기,열대과일,와플,신문,,,,,
16445,딸기,간식,과자,,,,,,
16446,소시지,소고기,야채,시리얼,소다,와플,,,
16447,식빵,소다,,,,,,,
16449,크림 치즈,롤빵,소다,껌,,,,,
16450,딸기,소다,,,,,,,
16453,아이스크림,주방 수건,,,,,,,
16456,야채 주스,초콜릿,,,,,,,
16457,음료수,크림 치즈,롤빵,,,,,,
16458,딸기,전지우유,사워 크림,음료수,야채 주스,신문,,,
16460,소시지,소다,병맥주,소주,와인,,,,
16461,열대과일,소다,,,,,,,
16463,크림 치즈,생수,쇼핑백,,,,,,
16465,딸기,요거트,음료수,우유,계란,롤빵,머스타드,,
16467,햄,롤빵,병맥주,,,,,,
16468,초콜릿,신문,,,,,,,
16469,전지우유,사워 크림,화초,,,,,,
16472,포도,딸기,화초,,,,,,
16478,롤빵,음료수,,,,,,,
16479,포도,딸기,야채,포장 채소,요거트,식빵,패스트리,,
16480,열대과일,디저트,우유,크림 치즈,냉동 야채,식빵,음료수,,
16481,감귤,커피,,,,,,,
16482,치킨,전지우유,,,,,,,
16483,감귤,열대과일,야채,전지우유,치즈,야채 통조림,,,
16487,비누,냅킨,,,,,,,
16489,과일,전지우유,냉동 야채,냅킨,양초,,,,
16490,전지우유,패스트리,마가린,커피,쇼핑백,,,,
16491,돼지고기,치즈,롤빵,,,,,,
16492,돼지고기,허브,전지우유,요거트,사워 크림,냉동 야채,기름,소주,
16493,시리얼,간식,쇼핑백,,,,,,
16496,디저트,캔맥주,껌,,,,,,
16498,열대과일,요거트,롤빵,와플,,,,,
16499,돼지고기,버터,소다,,,,,,
16500,돼지고기,소고기,포도,베이킹 파우더,소다,,,,
16502,롤빵,생수,병맥주,,,,,,
16504,포장 채소,소다,냅킨,,,,,,
16505,소시지,딸기,포장 채소,,,,,,
16506,열대과일,전지우유,디저트,식빵,생수,음료수,케이크,,
16507,크림 치즈,롤빵,,,,,,,
16509,전지우유,음료수,,,,,,,
16512,소시지,소고기,야채,전지우유,버터,요거트,크림 치즈,롤빵,
16513,버터,식빵,,,,,,,
16514,열대과일,냉동 야채,식빵,패스트리,설탕,소다,쇼핑백,,
16516,치킨,감귤,열대과일,포도,전지우유,요거트,계란,밀가루,
16519,크림 치즈,초콜릿,,,,,,,
16523,요거트,패스트리,수프,세정제,,,,,
16524,소고기,치즈,파스타,쇼핑백,,,,,
16526,햄,감귤,열대과일,과일,포도,크림 치즈,마가린,야채 주스,
16527,감귤,과일,우유,커피,병맥주,,,,
16528,딸기,전지우유,버터,사워 크림,계란,밀가루,소고기,생선 통조림,생수
16530,전지우유,케이크,,,,,,,
16532,딸기,버터우유,요거트,생수,,,,,
16534,소주,초콜릿,,,,,,,
16536,소시지,롤빵,초콜릿,,,,,,
16537,계란,초콜릿,신문,,,,,,
16538,치킨,냉동 야채,냉동 디저트,생수,소다,,,,
16539,소시지,치킨,열대과일,포도,딸기,아이스크림,음료수,,
16540,버터우유,커피,,,,,,,
16541,햄,소고기,전지우유,사워 크림,크림 치즈,아이스크림,생수,초콜릿,
16542,전지우유,디저트,패스트리,,,,,,
16543,소고기,감귤,과일,,,,,,
16547,생선,포장 채소,고양이 사료,커피,생수,와인,,,
16548,과일,전지우유,냉동 야채,껌,,,,,
16551,생선,초콜릿,사탕,남성 화장품,,,,,
16552,전지우유,롤빵,패스트리,,,,,,
16553,전지우유,디저트,롤빵,밀가루,식초,설탕,수프,야채 주스,
16555,소시지,치즈,롤빵,,,,,,
16559,전지우유,신문,,,,,,,
16560,캔맥주,백포도주,,,,,,,
16561,롤빵,소다,,,,,,,
16563,전지우유,아이스크림,소다,,,,,,
16564,소시지,야채,디저트,냅킨,,,,,
16565,소고기,딸기,요거트,파스타,생수,음료수,,,
16566,패스트리,병맥주,소주,와인,,,,,
16568,요거트,냉동 식품,소다,,,,,,
16569,고양이 사료,백포도주,쇼핑백,,,,,,
16570,소다,백포도주,,,,,,,
16571,햄,열대과일,버터,요거트,치즈,식빵,소다,야채 주스,
16572,소시지,열대과일,딸기,전지우유,버터,디저트,패스트리,소다,야채 주스
16573,열대과일,과일,전지우유,,,,,,
16574,전지우유,패스트리,신문,,,,,,
16575,야채 통조림,병맥주,,,,,,,
16577,과일,냉동 식품,소다,쇼핑백,,,,,
16578,소시지,양파,요거트,세정제,,,,,
16579,돼지고기,소고기,감귤,야채,허브,생수,병맥주,,
16580,감귤,전지우유,요거트,식빵,설탕,소다,냅킨,쇼핑백,
16582,소시지,돼지고기,요거트,치즈,시리얼,야채 통조림,간식,쇼핑백,
16583,딸기,신문,,,,,,,
16584,식빵,소고기,생수,야채 주스,,,,,
16585,사워 크림,크림 치즈,마가린,,,,,,
16587,과일,전지우유,버터,디저트,계란,쌀,설탕,간식,
16588,소시지,소다,,,,,,,
16592,기름,병맥주,,,,,,,
16594,소다,케이크,사탕,,,,,,
16595,전지우유,소다,,,,,,,
16596,돼지고기,소고기,크림 치즈,소다,,,,,
16599,전지우유,냉동 야채,,,,,,,
16601,전지우유,향신료,,,,,,,
16602,햄,사워 크림,치즈,파스타,,,,,
16604,치즈,소다,,,,,,,
16605,돼지고기,열대과일,소다,캔맥주,소주,신문,,,
16606,감귤,머스타드,소다,캔맥주,간식,초콜릿,사탕,쇼핑백,
16607,야채 통조림,생수,,,,,,,
16608,소시지,과일,치즈,식빵,기름,,,,
16610,계란,캔맥주,,,,,,,
16611,소시지,요거트,백포도주,,,,,,
16612,치즈,음료수,,,,,,,
16613,계란,냅킨,그릇,,,,,,
16614,음료수,초콜릿,사탕,,,,,,
16615,감귤,열대과일,요거트,생선,롤빵,야채 통조림,소다,야채 주스,와인
16616,소고기,야채,,,,,,,
16618,소시지,돼지고기,야채,전지우유,버터,요거트,사워 크림,치즈,
16620,생선,절인 야채,강아지 사료,간식,쇼핑백,,,,
16621,버터,아이스크림,식빵,병맥주,소주,,,,
16624,캔맥주,초콜릿,화초,,,,,,
16625,치킨,돼지고기,소고기,소금,생수,,,,
16626,소시지,패스트리,,,,,,,
16629,전지우유,요거트,롤빵,케첩,야채 통조림,냅킨,사진 필름,,
16630,감귤,열대과일,전지우유,요거트,치즈,고양이 사료,생수,초콜릿,초콜릿
16631,소시지,소다,쇼핑백,,,,,,
16632,감귤,열대과일,롤빵,기름,머스타드,수프,소다,시럽,
16633,열대과일,커피,소다,음료수,캔맥주,와플,초콜릿,,
16634,치킨,돼지고기,소고기,포도,전지우유,버터,요거트,마가린,
16635,백포도주,초콜릿,쇼핑백,,,,,,
16636,소시지,식빵,,,,,,,
16637,소시지,향신료,신문,,,,,,
16638,고양이 사료,여성용 위생용품,,,,,,,
16639,소고기,야채,허브,포장 채소,식빵,야채 통조림,,,
16643,생수,초콜릿,,,,,,,
16644,전지우유,디저트,아이스크림,음료수,캔맥주,케이크,,,
16646,햄,요거트,우유,치즈,냉동 야채,냉동 디저트,야채 주스,,
16647,과일,디저트,버터우유,요거트,사워 크림,냉동 야채,롤빵,,
16648,생수,남성 화장품,,,,,,,
16649,열대과일,식빵,마가린,고양이 사료,세정제,신문,,,
16650,감귤,커피,캔맥주,껌,쇼핑백,,,,
16651,돼지고기,야채,패스트리,병맥주,,,,,
16652,감귤,전지우유,패스트리,소다,와인,,,,
16654,치즈,밀가루,,,,,,,
16655,전지우유,크림 치즈,초콜릿,사탕,,,,,
16656,소시지,버터,병맥주,,,,,,
16657,우유,캔맥주,,,,,,,
16658,열대과일,농축 우유,강아지 사료,생수,야채 주스,초콜릿,,,
16659,요거트,생수,음료수,야채 주스,사탕,전구,신문,,
16660,요거트,음료수,우유,크림 치즈,냅킨,,,,
16661,햄,열대과일,과일,양파,사워 크림,패스트리,커피,,
16662,패스트리,케첩,초콜릿,냅킨,,,,,
16663,사워 크림,사탕,,,,,,,
16666,햄,치킨,치즈,식빵,세정제,,,,
16667,소시지,디저트,치즈,식빵,세정제,주방 수건,화초,쇼핑백,
16668,열대과일,요거트,음료수,롤빵,와플,초콜릿,쇼핑백,,
16669,감귤,야채,요거트,치즈,야채 주스,,,,
16671,소시지,롤빵,식빵,마가린,설탕,생수,캔맥주,쇼핑백,
16672,돼지고기,냉동 감자,쌀,,,,,,
16674,식빵,패스트리,생수,,,,,,
16675,돼지고기,야채,양파,디저트,사워 크림,우유,식빵,신문,
16676,초콜릿,화초,쇼핑백,,,,,,
16678,전지우유,음료수,병맥주,,,,,,
16679,치킨,과일,야채,허브,전지우유,냉동 야채,계란,,
16680,감귤,야채,포장 채소,전지우유,요거트,고양이 사료,생수,초콜릿,냅킨
16682,야채,전지우유,생수,연마제,,,,,
16685,전지우유,파스타,머스타드,케첩,강아지 사료,소다,신문,,
16686,생수,야채 주스,백포도주,,,,,,
16687,햄,전지우유,계란,롤빵,밀가루,머스타드,시리얼,,
16688,햄,열대과일,전지우유,요거트,음료수,치즈,크림 치즈,식빵,베이킹 파우더
16690,열대과일,과일,요거트,냉동 식품,롤빵,스프,생수,소다,신문
16691,세정제,쇼핑백,,,,,,,
16693,감귤,전지우유,화초,,,,,,
16698,전지우유,요거트,롤빵,수프,커피,,,,
16699,딸기,전지우유,치즈,치즈,계란,롤빵,식빵,마가린,설탕
16701,감귤,열대과일,요거트,롤빵,와인,,,,
16703,돼지고기,야채,전지우유,절인 야채,커피,,,,
16705,햄,전지우유,치즈,생수,냅킨,,,,
16706,감귤,딸기,전지우유,버터우유,사워 크림,냉동 야채,머스타드,베이킹 파우더,소다
16707,치킨,전지우유,치즈,커피,간식,초콜릿,,,
16709,열대과일,딸기,전지우유,버터,요거트,크림 치즈,식빵,,
16710,사워 크림,신문,,,,,,,
16711,소시지,감귤,열대과일,야채,전지우유,요거트,사워 크림,치즈,
16713,감귤,전지우유,버터우유,우유,계란,롤빵,마가린,생수,
16714,소시지,롤빵,껌,,,,,,
16716,전지우유,식빵,,,,,,,
16717,햄,치즈,롤빵,식빵,마가린,,,
16718,소고기,감귤,야채,전지우유,계란,알코올,,,
16719,과일,생수,소주,냅킨,,,,,
16721,전지우유,마가린,커피,소다,병맥주,간식,,,
16722,돼지고기,야채,전지우유,사워 크림,아이스크림,식빵,밀가루,파스타,마가린
16725,생수,소다,화초,,,,,,
16726,햄,소고기,버터,요거트,치즈,계란,생수,케이크,화초
16733,과일,요거트,치즈,식빵,,,,,
16734,햄,전지우유,치즈,,,,,,
16735,농축 우유,롤빵,설탕,고양이 사료,,,,,
16736,소다,쇼핑백,,,,,,,
16737,소고기,롤빵,강아지 사료,소다,,,,,
16739,돼지고기,롤빵,,,,,,,
16740,소시지,햄,야채,치즈,치즈,머스타드,병맥주,,
16742,버터,냉동 야채,마가린,케이크,,,,,
16743,딸기,음료수,,,,,,,
16744,소시지,전지우유,버터,크림 치즈,절인 야채,야채 주스,,,
