항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
야채,양파,전지우유,,,,,,
열대과일,요거트,껌,,,,,,
감귤,포장 채소,요거트,마가린,설탕,감미료,베이킹 파우더,양초,
초콜릿,사진 필름,,,,,,,
마가린,절인 야채,커피,병맥주,초콜릿,,,,
냉동 식품,계란,,,,,,,
열대과일,신문,,,,,,,
열대과일,요거트,,,,,,,
음료수,와플,사탕,,,,,,
열대과일,포도,음료수,패스트리,과자,,,,
햄,전지우유,식빵,병맥주,,,,,
치즈,냉동 식품,식빵,생선 통조림,,,,,
열대과일,야채,요거트,사워 크림,크림 치즈,마가린,생수,,
전지우유,디저트,음료수,세정제,,,,,
소고기,감귤,요거트,냉동 감자,패스트리,수프,커피,사탕,
요거트,식빵,,,,,,,
감귤,우유,롤빵,밀가루,,,,,
소시지,롤빵,야채 주스,,,,,,
소시지,요거트,롤빵,,,,,,
돼지고기,신문,,,,,,,
딸기,요거트,마가린,머스타드,야채 주스,세정제,,,
소시지,과일,치즈,냉동 식품,패스트리,강아지 사료,시럽,,
딸기,패스트리,설탕,소다,초콜릿,,,,
소시지,햄,과일,요거트,치즈,치즈,롤빵,식빵,
수프,생선 통조림,,,,,,,
전지우유,버터,,,,,,,
음료수,냅킨,,,,,,,
디저트,계란,소다,청소기,쇼핑백,,,,
생수,소다,소주,,,,,,
전지우유,사워 크림,크림 치즈,소다,,,,,
돼지고기,소고기,소다,캔맥주,,,,,
소고기,야채,포장 채소,전지우유,롤빵,패스트리,기름,생수,소다
소다,비누,,,,,,,
커피,병맥주,,,,,,,
야채,사워 크림,,,,,,,
열대과일,과일,전지우유,요거트,냉동 식품,롤빵,소다,사탕,주방 수건
치킨,야채,전지우유,냉동 야채,롤빵,마가린,소다,,
소다,음료수,,,,,,,
치킨,야채,,,,,,,
열대과일,요거트,음료수,우유,야채 주스,,,,
전지우유,병맥주,소주,,,,,,
치킨,소다,,,,,,,
열대과일,요거트,냉동 디저트,계란,차,,,,
감귤,생수,그릇,,,,,,
병맥주,소주,,,,,,,
열대과일,디저트,치즈,식빵,소다,야채 주스,,,
열대과일,패스트리,와플,초콜릿,쇼핑백,,,,
열대과일,요거트,롤빵,,,,,,
열대과일,절인 야채,,,,,,,
전지우유,사워 크림,패스트리,간식,껌,,,,
크림 치즈,치즈,,,,,,,
소고기,열대과일,사탕,,,,,,
식빵,소스,,,,,,,
우유,식빵,커피,쇼핑백,,,,,
소고기,치킨,야채,전지우유,사워 크림,롤빵,연마제,청소기,
허브,치즈,크림 치즈,소금,기름,마가린,야채 주스,병맥주,
전지우유,버터우유,,,,,,,
식빵,잼,야채 주스,,,,,,
베이킹 파우더,냅킨,,,,,,,
돼지고기,열대과일,전지우유,롤빵,초콜릿,신문,,,
전지우유,생수,,,,,,,
포도,야채,전지우유,사워 크림,잼,,,,
돼지고기,감귤,요거트,음료수,,,,,
감귤,열대과일,양파,전지우유,계란,고양이 사료,,,
소시지,전지우유,,,,,,,
패스트리,잼,,,,,,,
음료수,생수,,,,,,,
음료수,식빵,패스트리,소다,신문,쇼핑백,,,
전지우유,식빵,고양이 사료,껌,냅킨,,,,
열대과일,포장 채소,치즈,,,,,,
소고기,야채,식빵,소다,,,,,
냉동 디저트,마가린,과일 통조림,소다,쇼핑백,,,,
돼지고기,생수,소다,병맥주,,,,,
롤빵,생수,쇼핑백,,,,,,
계란,간식,팝콘,냅킨,,,,,
전지우유,잼,생선 통조림,와플,,,,,
돼지고기,사워 크림,식빵,기름,설탕,케첩,간식,,
햄,우유,,,,,,,
전지우유,케이크,,,,,,,
치즈,롤빵,설탕,사탕,,,,,
열대과일,야채,전지우유,버터,초콜릿,,,,
요거트,마가린,야채 주스,쇼핑백,,,,,
열대과일,전지우유,치즈,식빵,밀가루,설탕,소스,,
전지우유,요거트,,,,,,,
아이스크림,캔맥주,,,,,,,
감귤,신문,,,,,,,
생선,설탕,케이크,초콜릿,사탕,,,,
열대과일,전지우유,소다,와인,,,,,
감귤,양파,요거트,치즈,롤빵,병맥주,쇼핑백,,
소시지,요거트,치즈,식빵,야채 주스,껌,,,
사워 크림,냉동 야채,,,,,,,
소시지,포장 채소,전지우유,디저트,음료수,냉동 야채,계란,식빵,패스트리
요거트,음료수,냉동 식품,,,,,,
패스트리,소다,,,,,,,
돼지고기,식빵,냅킨,,,,,,
강아지 사료,병맥주,,,,,,,
소시지,롤빵,소다,,,,,,
소시지,롤빵,야채 주스,,,,,,
딸기,패스트리,쇼핑백,,,,,,
야채,허브,사탕,쇼핑백,,,,,
계란,소다,케이크,,,,,,
롤빵,커피,소다,와플,,,,,
치즈,롤빵,생선 통조림,,,,,,
딸기,요거트,음료수,캔맥주,소주,케이크,,,
커피,소다,,,,,,,
전지우유,롤빵,,,,,,,
소시지,감귤,전지우유,패스트리,생수,소다,병맥주,캔맥주,
디저트,야채 주스,와플,,,,,,
와플,세정제,신문,쇼핑백,,,,,
전지우유,사워 크림,,,,,,,
야채,요거트,고양이 사료,커피,,,,,
소고기,롤빵,캔맥주,냅킨,,,,,
감귤,과일,식빵,패스트리,와플,,,,
돼지고기,전지우유,요거트,생선,롤빵,밀가루,,,
딸기,야채,전지우유,,,,,,
병맥주,소주,,,,,,,
햄,요거트,,,,,,,
전지우유,마가린,,,,,,,
치킨,소고기,열대과일,딸기,냉동 야채,지퍼백,그릇,,
소고기,버터,,,,,,,
전지우유,소다,,,,,,,
과일,전지우유,,,,,,,
양파,전지우유,계란,설탕,전구,,,,
야채,요거트,치즈,절인 야채,신문,,,,
껌,초콜릿,,,,,,,
돼지고기,딸기,양파,,,,,,
디저트,치즈,패스트리,소다,,,,,
밀가루,설탕,,,,,,,
과일,딸기,요거트,,,,,,
요거트,마가린,,,,,,,
전지우유,시리얼,,,,,,,
감귤,포장 채소,요거트,백포도주,,,,,
양파,사워 크림,커피,야채 주스,,,,,
딸기,버터,계란,소다,와인,,,,
생수,백포도주,,,,,,,
전지우유,마가린,,,,,,,
돼지고기,전지우유,식빵,패스트리,여성용 위생용품,,,,
패스트리,소다,,,,,,,
냉동 식품,소다,,,,,,,
야채,전지우유,,,,,,,
치킨,야채,허브,캔맥주,소주,쇼핑백,,,
디저트,냉동 식품,소다,,,,,,
전지우유,요거트,음료수,치즈,야채 주스,,,,
소다,야채 주스,,,,,,,
소고기,고양이 사료,신문,,,,,,
딸기,포장 채소,요거트,롤빵,음료수,,,,
햄,전지우유,롤빵,생수,백포도주,,,,
감귤,사워 크림,,,,,,,
딸기,사워 크림,계란,,,,,,
소고기,치킨,전지우유,,,,,,
커피,소다,캔맥주,,,,,,
전지우유,음료수,식빵,패스트리,초콜릿,,,,
야채,전지우유,요거트,식빵,패스트리,초콜릿,사탕,,
돼지고기,야채,쌀,포도주,신문,쇼핑백,,,
요거트,계란,,,,,,,
열대과일,디저트,치즈,식빵,쇼핑백,,,,
치킨,요거트,크림 치즈,치즈,마가린,야채 통조림,소다,사탕,
소다,병맥주,쇼핑백,,,,,,
소시지,전지우유,캔맥주,,,,,,
감귤,야채,아이스크림,,,,,,
야채,전지우유,버터,쌀,생수,소다,캔맥주,백포도주,초콜릿
치즈,파스타,야채 통조림,생선 통조림,소다,,,,
밀가루,캔맥주,,,,,,,
딸기,사워 크림,커피,생수,소다,백포도주,간식,,
고양이 사료,캔맥주,초콜릿,냅킨,쇼핑백,,,,
소다,과자,,,,,,,
야채 주스,냅킨,,,,,,,
감귤,야채,전지우유,,,,,,
사워 크림,냉동 야채,신문,,,,,,
요거트,치즈,냉동 식품,,,,,,
소시지,감귤,열대과일,과일,포도,생수,소다,병맥주,케이크
열대과일,머스타드,소스,,,,,,
전지우유,마가린,소다,냅킨,사진 필름,,,,
감귤,열대과일,과일,우유,생선,소다,야채 주스,냅킨,
우유,야채 통조림,생수,케이크,쇼핑백,,,,
치킨,포장 채소,버터,농축 우유,롤빵,,,,
사탕,사진 필름,,,,,,,
냉동 야채,계란,소다,캔맥주,소주,쇼핑백,,,
소다,캔맥주,초콜릿,,,,,,
사워 크림,식빵,,,,,,,
열대과일,전지우유,양초,,,,,,
소시지,열대과일,,,,,,,
롤빵,초콜릿,,,,,,,
전지우유,냉동 감자,식빵,소금,야채 통조림,,,,
감귤,디저트,사워 크림,소다,,,,,
패스트리,소다,,,,,,,
감귤,요거트,과일 통조림,,,,,,
버터,크림 치즈,냉동 야채,소다,야채 주스,냅킨,쇼핑백,,
감귤,열대과일,양파,포장 채소,요거트,냅킨,,,
전지우유,병맥주,,,,,,,
햄,돼지고기,전지우유,요거트,치즈,치즈,롤빵,식빵,빵
소다,과자,세정제,,,,,,
열대과일,요거트,소다,신문,쇼핑백,,,,
햄,야채,양파,허브,크림 치즈,지퍼백,화초,,
소시지,음료수,캔맥주,와플,쇼핑백,,,,
롤빵,백포도주,,,,,,,
병맥주,소주,사탕,,,,,,
소시지,열대과일,야채,요거트,치즈,크림 치즈,치즈,,
감귤,롤빵,,,,,,,
소다,음료수,사탕,,,,,,
패스트리,와플,냅킨,,,,,,
소다,야채 주스,,,,,,,
감귤,버터,요거트,고양이 사료,커피,생수,초콜릿,초콜릿,
소고기,소고기,야채,버터,요거트,냉동 야채,냉동 식품,커피,
야채,요거트,사워 크림,음료수,치즈,크림 치즈,유기농 제품,소다,음료수
전지우유,버터,식빵,패스트리,소다,신문,,,
감귤,열대과일,,,,,,,
소고기,전지우유,식빵,,,,,,
소시지,열대과일,야채,크림 치즈,절인 야채,양초,,,
사워 크림,아이스크림,롤빵,소다,,,,,
소시지,감귤,열대과일,디저트,치즈,마가린,소다,캔맥주,
열대과일,과일,,,,,,,
돼지고기,열대과일,과일,치즈,치즈,치즈,병맥주,,
돼지고기,감귤,디저트,사워 크림,크림 치즈,간식,그릇,,
치킨,열대과일,요거트,,,,,,
햄,소고기,열대과일,전지우유,요거트,롤빵,스프,고양이 사료,
야채,허브,,,,,,,
열대과일,양파,전지우유,버터우유,절인 야채,주방 수건,,,
전지우유,요거트,치즈,크림 치즈,마가린,설탕,음료수,세정제,그릇
디저트,캔맥주,,,,,,,
소시지,전지우유,크림 치즈,식빵,,,,,
소고기,롤빵,,,,,,,
과일,요거트,패스트리,베이킹 파우더,,,,,
야채,식빵,포도주,,,,,,
디저트,병맥주,사탕,,,,,,
디저트,패스트리,캔맥주,,,,,,
전지우유,요거트,생수,소주,,,,,
감귤,포도,사워 크림,밀가루,마가린,설탕,수프,베이킹 파우더,
패스트리,케이크,,,,,,,
요거트,생수,시럽,,,,,,
전지우유,식빵,소다,,,,,,
소시지,돼지고기,감귤,생수,소다,음료수,캔맥주,와인,
과일,냉동 식품,,,,,,,
소시지,식빵,,,,,,,
소고기,야채,전지우유,버터,치즈,계란,생수,소다,
치킨,감귤,열대과일,과일,전지우유,식빵,,,
소시지,커피,캔맥주,소주,와인,포도주,쇼핑백,,
전지우유,지퍼백,소다,캔맥주,,,,,
감귤,전지우유,요거트,계란,껌,,,,
소고기,열대과일,전지우유,음료수,냉동 야채,,,,
햄,야채,전지우유,버터,사워 크림,치즈,롤빵,,
요거트,치즈,롤빵,,,,,,
햄,소고기,야채,전지우유,,,,,
요거트,설탕,베이킹 파우더,야채 주스,신문,,,,
치킨,전지우유,냉동 야채,롤빵,패스트리,,,,
전지우유,계란,생수,소다,쇼핑백,,,,
소시지,돼지고기,전지우유,커피,,,,,
치킨,생수,,,,,,,
감귤,딸기,전지우유,디저트,사워 크림,크림 치즈,생수,,
열대과일,요거트,,,,,,,
우유,냅킨,,,,,,,
과일,생수,백포도주,신문,,,,,
전지우유,요거트,머스타드,생수,신문,,,,
커피,쇼핑백,,,,,,,
소시지,소고기,식빵,생수,소다,캔맥주,쇼핑백,,
감귤,생선 통조림,생수,,,,,,
전지우유,요거트,커피,,,,,,
사워 크림,롤빵,,,,,,,
감귤,열대과일,식빵,야채 주스,냅킨,쇼핑백,,,
버터우유,소금,식초,고양이 사료,,,,,
소고기,열대과일,양파,전지우유,버터,요거트,롤빵,식빵,소스
치킨,야채,마가린,생수,소다,,,,
소시지,전지우유,크림 치즈,롤빵,소금,,,,
치킨,기름,,,,,,,
전지우유,신문,,,,,,,
소시지,소고기,열대과일,전지우유,요거트,롤빵,생수,소다,
치킨,감귤,야채,버터,계란,식빵,마가린,,
음료수,롤빵,,,,,,,
요거트,쇼핑백,,,,,,,
포장 채소,생선,냅킨,,,,,,
소시지,롤빵,신문,,,,,,
과일,전지우유,요거트,패스트리,남성 화장품,,,,
소다,냅킨,,,,,,,
롤빵,소다,,,,,,,
돼지고기,딸기,설탕,사탕,그릇,,,,
치킨,포장 채소,냉동 야채,냉동 식품,음료수,신문,,,
열대과일,전지우유,버터우유,식빵,쇼핑백,,,,
소고기,버터,패스트리,소다,,,,,
감귤,전지우유,계란,소다,,,,,
소고기,전지우유,요거트,,,,,,
치킨,전지우유,,,,,,,
생수,소다,,,,,,,
아이스크림,식빵,생수,소다,,,,,
햄,냉동 식품,파스타,절인 야채,소다,음료수,사탕,,
버터우유,사워 크림,강아지 사료,커피,소다,연마제,신문,,
돼지고기,식빵,생수,소다,,,,,
소시지,돼지고기,열대과일,요거트,냉동 야채,롤빵,생수,,
딸기,식빵,생선 통조림,초콜릿,세정제,,,,
소시지,감귤,요거트,세정제,비누,,,,
소시지,롤빵,캔맥주,쇼핑백,,,,,
롤빵,생수,캔맥주,신문,,,,,
야채,포장 채소,패스트리,,,,,,
롤빵,소다,,,,,,,
허브,포장 채소,,,,,,,
전지우유,패스트리,와플,쇼핑백,,,,,
과일,전지우유,요거트,사워 크림,롤빵,기름,마가린,머스타드,
돼지고기,야채,,,,,,,
양파,우유,농축 우유,크림 치즈,소금,설탕,강아지 사료,소다,
소고기,감귤,쌀,강아지 사료,소다,야채 주스,그릇,쇼핑백,
아이스크림,냉동 디저트,,,,,,,
패스트리,소다,,,,,,,
베이킹 파우더,소다,쇼핑백,,,,,,
소시지,소고기,과일,전지우유,크림 치즈,식빵,,,
롤빵,소다,,,,,,,
생선,커피,,,,,,,
열대과일,양파,,,,,,,
버터우유,크림 치즈,롤빵,,,,,,
햄,치즈,롤빵,,,,,,
소고기,치킨,돼지고기,포장 채소,롤빵,패스트리,쌀,야채 주스,
소시지,롤빵,초콜릿,,,,,,
감귤,열대과일,버터우유,요거트,롤빵,,,,
소시지,치즈,캔맥주,,,,,,
소시지,롤빵,야채 주스,,,,,,
롤빵,소다,,,,,,,
소고기,절인 야채,커피,소주,신문,,,,
소시지,과일,커피,,,,,,
과일,치즈,,,,,,,
열대과일,마가린,,,,,,,
버터우유,롤빵,소고기,,,,,,
패스트리,소다,,,,,,,
계란,롤빵,,,,,,,
롤빵,생선 통조림,,,,,,,
감귤,과일,딸기,커피,세정제,양초,쇼핑백,,
계란,소다,,,,,,,
감귤,커피,야채 주스,캔맥주,초콜릿,사탕,쇼핑백,,
감귤,버터,,,,,,,
소시지,롤빵,소다,,,,,,
아이스크림,식빵,,,,,,,
감귤,치즈,향신료,커피,캔맥주,초콜릿,사탕,,
과일,전지우유,신문,,,,,,
감귤,전지우유,계란,패스트리,소금,기름,설탕,코코아,
식빵,병맥주,,,,,,,
소시지,생수,,,,,,,
소시지,버터,패스트리,소다,그릇,,,,
소다,비누,,,,,,,
감귤,마요네즈,냉동 야채,식빵,절인 야채,생선 통조림,초콜릿,,
소시지,소고기,전지우유,롤빵,케이크,쇼핑백,,,
소고기,야채,,,,,,,
소고기,햄,양파,치즈,아이스크림,소스,와플,그릇,
패스트리,생선 통조림,간식,와플,,,,,
사워 크림,치즈,초콜릿,연마제,,,,,
돼지고기,야채,음료수,식빵,설탕,,,,
간식,신문,사진 필름,,,,,,
소다,캔맥주,,,,,,,
병맥주,캔맥주,,,,,,,
냉동 식품,소다,,,,,,,
감귤,디저트,,,,,,,
계란,식빵,야채 주스,와플,,,,,
열대과일,요거트,생수,소다,,,,,
포도,전지우유,아이스크림,생수,초콜릿,,,,
열대과일,버터우유,계란,롤빵,생수,소다,야채 주스,,
간식,냅킨,신문,,,,,,
롤빵,캔맥주,쇼핑백,,,,,,
아이스크림,소다,,,,,,,
소시지,롤빵,,,,,,,
요거트,소다,,,,,,,
패스트리,소다,,,,,,,
양파,치즈,생수,쇼핑백,,,,,
사워 크림,냉동 야채,,,,,,,
생수,병맥주,,,,,,,
전지우유,요거트,냉동 감자,계란,롤빵,음료수,,,
롤빵,파스타,병맥주,,,,,,
생선,식빵,소다,,,,,,
캔맥주,쇼핑백,,,,,,,
병맥주,신문,,,,,,,
화초,쇼핑백,,,,,,,
돼지고기,열대과일,와플,신문,,,,,
딸기,간식,과자,,,,,,
소시지,소고기,야채,시리얼,소다,와플,,,
식빵,소다,,,,,,,
크림 치즈,롤빵,소다,껌,,,,,
딸기,소다,,,,,,,
아이스크림,주방 수건,,,,,,,
야채 주스,초콜릿,,,,,,,
음료수,크림 치즈,롤빵,,,,,,
딸기,전지우유,사워 크림,음료수,야채 주스,신문,,,
소시지,소다,병맥주,소주,와인,,,,
열대과일,소다,,,,,,,
크림 치즈,생수,쇼핑백,,,,,,
딸기,요거트,음료수,우유,계란,롤빵,머스타드,,
햄,롤빵,병맥주,,,,,,
초콜릿,신문,,,,,,,
전지우유,사워 크림,화초,,,,,,
포도,딸기,화초,,,,,,
롤빵,음료수,,,,,,,
포도,딸기,야채,포장 채소,요거트,식빵,패스트리,,
열대과일,디저트,우유,크림 치즈,냉동 야채,식빵,음료수,,
감귤,커피,,,,,,,
치킨,전지우유,,,,,,,
감귤,열대과일,야채,전지우유,치즈,야채 통조림,,,
비누,냅킨,,,,,,,
과일,전지우유,냉동 야채,냅킨,양초,,,,
전지우유,패스트리,마가린,커피,쇼핑백,,,,
돼지고기,치즈,롤빵,,,,,,
돼지고기,허브,전지우유,요거트,사워 크림,냉동 야채,기름,소주,
시리얼,간식,쇼핑백,,,,,,
디저트,캔맥주,껌,,,,,,
열대과일,요거트,롤빵,와플,,,,,
돼지고기,버터,소다,,,,,,
돼지고기,소고기,포도,베이킹 파우더,소다,,,,
롤빵,생수,병맥주,,,,,,
포장 채소,소다,냅킨,,,,,,
소시지,딸기,포장 채소,,,,,,
열대과일,전지우유,디저트,식빵,생수,음료수,케이크,,
크림 치즈,롤빵,,,,,,,
전지우유,음료수,,,,,,,
소시지,소고기,야채,전지우유,버터,요거트,크림 치즈,롤빵,
버터,식빵,,,,,,,
열대과일,냉동 야채,식빵,패스트리,설탕,소다,쇼핑백,,
치킨,감귤,열대과일,포도,전지우유,요거트,계란,밀가루,
크림 치즈,초콜릿,,,,,,,
요거트,패스트리,수프,세정제,,,,,
소고기,치즈,파스타,쇼핑백,,,,,
햄,감귤,열대과일,과일,포도,크림 치즈,마가린,야채 주스,
