Record,Pixel_1,Pixel_2,Pixel_3,Pixel_4,Pixel_5,Pixel_6,Pixel_7,Pixel_8,Pixel_9,Pixel_10,Pixel_11,Pixel_12,Pixel_13,Pixel_14,Pixel_15,Pixel_16,Pixel_17,Pixel_18,Pixel_19,Pixel_20,Pixel_21,Pixel_22,Pixel_23,Pixel_24,Pixel_25,Pixel_26,Pixel_27,Pixel_28,Pixel_29,Pixel_30,Pixel_31,Pixel_32,Pixel_33,Pixel_34,Pixel_35,Pixel_36,Pixel_37,Pixel_38,Pixel_39,Pixel_40,Pixel_41,Pixel_42,Pixel_43,Pixel_44,Pixel_45,Pixel_46,Pixel_47,Pixel_48,Pixel_49,Pixel_50,Pixel_51,Pixel_52,Pixel_53,Pixel_54,Pixel_55,Pixel_56,Pixel_57,Pixel_58,Pixel_59,Pixel_60,Pixel_61,Pixel_62,Pixel_63,Pixel_64,Digit
1076,0,1,9,16,16,15,3,0,0,8,16,12,8,8,3,0,0,6,16,9,3,0,0,0,0,8,16,16,16,4,0,0,0,3,6,4,13,11,0,0,0,0,0,0,8,13,0,0,0,0,5,8,15,10,0,0,0,0,11,16,11,1,0,0,5
1077,0,0,2,16,10,0,0,0,0,0,4,16,16,5,0,0,0,0,8,16,16,3,0,0,0,0,9,16,16,3,0,0,0,0,8,16,16,3,0,0,0,0,8,16,16,1,0,0,0,0,5,16,14,0,0,0,0,0,1,12,16,3,0,0,1
1078,0,0,0,10,11,1,0,0,0,0,1,15,8,8,0,0,0,5,4,10,0,12,0,0,0,7,8,10,0,7,5,0,0,6,10,0,0,2,9,0,0,1,13,0,0,2,11,0,0,0,6,11,4,10,11,0,0,0,0,9,15,14,5,0,0
1079,0,2,0,8,9,0,0,0,0,13,5,14,8,7,0,0,0,12,5,2,0,9,0,0,0,7,5,0,0,3,5,0,0,3,10,0,0,2,10,0,0,1,13,0,0,1,12,0,0,0,5,13,5,9,13,0,0,0,0,9,16,16,7,0,0
1080,0,0,6,16,13,12,14,1,0,0,14,4,4,15,4,0,0,1,7,0,10,7,0,0,0,0,0,2,13,1,0,0,0,2,9,14,16,12,0,0,0,4,6,15,2,4,1,0,0,0,6,7,0,0,0,0,0,0,10,4,0,0,0,0,7
1081,0,0,9,16,6,0,0,0,0,3,16,1,16,10,8,0,0,0,15,6,16,8,0,0,0,0,3,16,11,0,0,0,0,0,1,14,12,0,0,0,0,0,6,9,11,2,0,0,0,0,12,1,13,0,0,0,0,0,12,14,3,0,0,0,8
1082,0,0,11,16,15,3,0,0,0,5,16,12,11,13,0,0,0,3,13,1,5,15,0,0,0,0,0,0,12,11,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,0,0,0,0,0,12,16,16,11,1,0,0,0,13,13,8,13,16,8,2
1083,0,0,6,16,15,5,0,0,0,1,16,14,8,15,1,0,0,9,13,1,0,12,6,0,0,5,9,0,0,9,10,0,0,6,9,0,0,9,11,0,0,7,16,1,0,11,11,0,0,3,16,11,13,16,8,0,0,0,8,16,16,12,1,0,0
1084,0,0,0,14,14,9,0,0,0,0,4,16,16,10,0,0,0,0,13,16,15,2,0,0,0,1,15,16,11,0,0,0,0,7,16,16,5,0,0,0,0,3,16,16,7,0,0,0,0,0,16,16,8,0,0,0,0,0,3,12,12,0,0,0,1
1085,0,0,9,16,14,0,0,0,0,0,16,8,13,7,0,0,0,0,12,0,8,8,0,0,0,0,0,0,12,8,0,0,0,0,0,0,16,5,0,0,0,0,0,9,13,0,0,0,0,0,10,16,15,10,9,1,0,0,12,14,13,16,16,5,2
1086,0,0,1,14,16,8,0,0,0,0,10,16,11,4,0,0,0,0,1,11,1,0,0,0,0,1,12,3,0,0,0,0,0,2,16,14,13,8,1,0,0,3,16,16,13,16,8,0,0,0,12,16,7,15,12,0,0,0,1,13,16,16,8,0,6
1087,0,0,11,16,16,10,0,0,1,14,16,9,11,16,1,0,1,14,3,0,12,14,0,0,0,0,0,6,16,7,0,0,0,0,0,0,8,16,5,0,0,0,0,0,0,12,10,0,0,0,2,4,5,14,13,0,0,0,11,16,16,16,4,0,3
1088,0,0,9,16,16,15,4,0,0,8,16,9,7,14,11,0,0,5,5,1,13,15,1,0,0,0,0,10,16,7,0,0,0,0,0,1,11,16,4,0,0,0,0,0,0,14,8,0,0,0,3,4,6,16,4,0,0,0,14,16,16,8,0,0,3
1089,0,0,10,16,13,12,15,5,0,4,16,8,12,16,6,0,0,6,12,2,16,7,0,0,0,1,5,9,14,1,0,0,0,1,7,16,12,2,0,0,0,8,16,16,12,5,0,0,0,1,11,10,0,0,0,0,0,0,14,6,0,0,0,0,7
1090,0,1,13,16,16,10,0,0,0,8,15,8,15,15,0,0,0,3,8,5,16,6,0,0,0,0,0,4,16,9,0,0,0,0,0,0,6,16,5,0,0,0,0,0,0,5,16,0,0,0,8,6,6,13,12,0,0,1,15,16,16,14,3,0,3
1091,0,1,12,16,16,9,0,0,0,11,15,9,7,16,3,0,0,13,3,1,10,15,1,0,0,0,0,11,16,8,0,0,0,0,0,5,15,16,5,0,0,0,0,0,0,10,13,0,0,0,7,4,8,15,9,0,0,0,13,16,16,12,1,0,3
1092,0,0,1,14,11,0,0,0,0,0,9,15,2,0,4,0,0,2,16,6,0,7,16,2,0,8,16,6,6,16,12,0,0,5,16,16,16,15,3,0,0,0,1,4,16,8,0,0,0,0,0,9,16,1,0,0,0,0,0,15,16,0,0,0,4
1093,0,0,1,14,6,0,0,0,0,0,7,15,1,0,0,0,0,0,13,7,0,0,0,0,0,0,13,5,0,0,0,0,0,0,14,7,5,4,1,0,0,0,10,16,13,14,14,0,0,0,9,14,1,4,16,3,0,0,1,12,13,16,9,1,6
1094,0,0,0,7,11,0,0,0,0,0,1,16,10,0,0,0,0,0,7,11,0,0,0,0,0,0,11,8,1,1,0,0,0,0,12,16,16,15,5,0,0,0,14,11,0,1,15,0,0,0,6,11,1,3,14,2,0,0,0,8,16,16,7,0,6
1095,0,0,0,13,13,0,0,0,0,0,7,16,3,0,0,0,0,0,12,11,0,0,0,0,0,0,14,6,0,0,0,0,0,1,16,12,16,11,3,0,0,2,16,15,9,9,15,2,0,0,11,12,1,3,16,6,0,0,1,13,16,16,15,1,6
1096,0,0,3,15,7,0,0,0,0,3,15,11,1,1,7,0,0,8,16,2,0,13,15,0,0,8,16,13,14,16,5,0,0,0,8,9,15,13,0,0,0,0,0,8,16,2,0,0,0,0,0,12,12,0,0,0,0,0,3,16,4,0,0,0,4
1097,0,0,7,12,11,1,0,0,0,0,12,10,5,14,0,0,0,6,13,13,3,15,0,0,0,8,9,11,16,8,0,0,0,1,11,10,9,11,1,0,0,0,0,0,0,13,6,0,0,0,0,0,0,10,12,0,0,0,8,12,16,13,2,0,9
1098,0,0,0,15,12,1,0,0,0,0,5,16,16,6,0,0,0,0,2,16,16,3,0,0,0,0,2,16,16,1,0,0,0,0,6,16,13,0,0,0,0,0,1,16,16,2,0,0,0,0,3,16,15,3,0,0,0,0,0,15,16,1,0,0,1
1099,0,0,0,8,16,16,7,0,0,0,15,16,10,8,1,0,0,3,16,12,5,0,0,0,0,8,16,16,16,3,0,0,0,8,11,2,13,9,0,0,0,0,0,0,11,13,0,0,0,0,0,0,12,11,0,0,0,0,0,11,14,2,0,0,5
1100,0,0,5,16,8,0,0,0,0,0,10,5,12,6,0,0,0,4,14,0,2,13,0,0,0,4,10,0,0,9,8,0,0,5,8,0,0,8,8,0,0,2,11,0,0,9,6,0,0,0,15,6,8,15,1,0,0,0,4,13,12,3,0,0,0
1101,0,1,12,15,10,2,0,0,0,4,14,1,6,12,2,0,0,7,15,0,1,14,4,0,0,3,15,12,15,10,0,0,0,0,3,15,1,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,10,6,0,0,0,0,11,12,13,4,0,0,9
1102,0,1,12,16,16,16,4,0,0,4,16,10,4,1,1,0,0,6,13,0,0,0,0,0,0,6,16,12,5,0,0,0,0,7,11,11,15,0,0,0,0,0,0,4,16,2,0,0,0,0,2,13,10,0,0,0,0,2,16,11,0,0,0,0,5
1103,0,0,10,16,8,0,0,0,0,4,16,13,16,3,0,0,0,0,12,1,11,6,0,0,0,0,0,0,12,8,0,0,0,0,0,0,14,5,0,0,0,0,0,7,16,6,4,0,0,0,5,16,16,16,16,4,0,0,11,15,9,8,6,0,2
1104,0,1,14,14,6,0,0,0,0,2,16,1,14,2,0,0,0,0,10,7,10,6,4,0,0,0,1,12,16,14,5,0,0,0,3,14,16,4,0,0,0,1,15,5,6,12,0,0,0,4,10,0,1,15,0,0,0,1,12,12,12,5,0,0,8
1105,0,1,11,16,16,10,0,0,0,8,16,11,7,16,1,0,0,7,11,0,5,16,2,0,0,0,2,0,7,14,0,0,0,0,0,0,11,12,0,0,0,0,0,3,16,6,0,0,0,0,5,15,16,11,6,0,0,0,14,16,13,13,16,5,2
1106,0,0,2,14,14,6,0,0,0,0,10,15,11,15,2,0,0,3,16,3,0,12,6,0,0,3,9,0,0,9,10,0,0,10,11,0,0,8,12,0,0,7,16,1,0,11,13,0,0,0,15,14,12,15,10,0,0,0,3,14,16,13,5,0,0
1107,0,0,5,15,13,2,0,0,0,1,15,11,8,13,0,0,0,5,14,0,0,14,5,0,0,9,16,1,0,7,9,0,0,9,13,0,0,5,14,0,0,6,16,2,0,5,15,0,0,2,14,11,5,14,12,0,0,0,5,15,16,15,3,0,0
1108,0,0,4,15,12,2,0,0,0,0,9,16,14,2,0,0,0,0,12,16,15,0,0,0,0,0,11,16,12,1,0,0,0,0,9,16,14,0,0,0,0,0,10,16,12,0,0,0,0,0,9,16,14,0,0,0,0,0,4,12,12,0,0,0,1
1109,0,0,10,15,8,13,6,0,0,0,13,14,14,15,2,0,0,1,15,0,13,7,0,0,0,2,7,9,16,13,13,0,0,0,10,16,11,7,2,0,0,0,4,16,2,0,0,0,0,0,7,13,0,0,0,0,0,0,12,4,0,0,0,0,7
1110,0,0,0,9,15,2,0,0,0,0,5,16,11,1,0,0,0,0,13,15,1,0,0,0,0,2,16,11,0,0,0,0,0,2,16,11,4,4,0,0,0,2,15,16,16,14,10,1,0,0,9,16,7,3,15,6,0,0,0,7,15,16,16,6,6
1111,0,1,10,14,13,4,0,0,0,12,11,5,8,14,0,0,0,8,3,2,12,8,0,0,0,0,3,15,15,4,0,0,0,0,1,4,7,14,5,0,0,0,0,0,0,7,12,0,0,0,0,0,1,11,11,0,0,0,12,16,16,9,1,0,3
1112,0,1,15,16,10,0,0,0,0,7,15,10,16,0,0,0,0,4,12,1,16,4,0,0,0,0,2,3,16,1,0,0,0,0,0,4,15,0,0,0,0,0,0,11,12,0,0,0,0,0,11,16,14,14,15,3,0,1,15,16,16,16,16,5,2
1113,0,0,3,15,12,2,0,0,0,0,1,16,16,6,0,0,0,0,4,16,16,2,0,0,0,0,3,16,16,6,0,0,0,0,4,16,16,0,0,0,0,0,1,15,16,6,0,0,0,0,4,16,16,4,0,0,0,0,4,16,16,6,0,0,1
1114,0,0,11,8,4,13,16,3,0,2,16,16,16,14,9,1,0,4,13,6,16,4,0,0,0,0,2,15,10,0,0,0,0,5,13,16,14,12,2,0,0,8,15,15,12,12,2,0,0,0,15,9,0,0,0,0,0,0,16,7,0,0,0,0,7
1115,0,0,0,9,12,0,0,0,0,0,4,16,5,0,1,0,0,2,14,9,0,5,15,1,0,8,16,9,12,16,9,0,0,5,16,13,13,13,0,0,0,0,0,1,15,7,0,0,0,0,0,4,16,1,0,0,0,0,0,12,12,0,0,0,4
1116,0,0,1,13,2,0,0,0,0,0,8,15,1,0,0,0,0,0,14,7,0,0,0,0,0,0,14,6,0,0,0,0,0,0,16,5,9,9,3,0,0,0,12,16,13,9,14,1,0,0,8,15,0,1,14,5,0,0,1,11,16,16,13,1,6
1117,0,1,10,15,16,11,0,0,0,8,11,4,7,14,0,0,0,7,1,2,13,7,0,0,0,0,0,10,16,6,0,0,0,0,0,0,1,14,5,0,0,0,0,0,0,7,9,0,0,0,2,0,3,11,7,0,0,0,15,16,16,7,0,0,3
1118,0,0,13,14,10,2,0,0,0,0,6,16,16,16,0,0,0,0,0,16,16,16,4,0,0,0,4,16,16,14,2,0,0,0,8,16,16,7,0,0,0,3,15,16,16,4,0,0,0,1,16,16,14,1,0,0,0,0,14,16,13,3,0,0,1
1119,0,0,3,11,14,12,3,0,0,2,13,10,4,10,12,0,0,2,11,2,0,9,9,0,0,0,0,3,10,10,1,0,0,0,7,16,16,2,0,0,0,0,3,0,14,3,0,0,0,0,0,1,13,2,0,0,0,3,7,14,5,0,0,0,3
1120,0,0,11,12,2,0,0,0,0,0,15,8,13,2,0,0,0,0,7,11,9,9,0,0,0,4,12,12,16,7,0,0,0,2,10,12,9,12,1,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,16,2,0,0,6,12,12,13,11,0,9
1121,0,0,1,11,14,5,0,0,0,0,0,15,16,11,0,0,0,0,5,16,16,8,0,0,0,0,5,16,16,5,0,0,0,0,4,16,16,3,0,0,0,0,9,16,16,2,0,0,0,0,8,16,14,0,0,0,0,0,2,13,16,9,0,0,1
1122,0,0,4,13,16,16,7,0,0,0,15,10,7,16,1,0,0,7,12,0,12,7,0,0,0,9,5,3,16,2,0,0,0,2,11,16,16,12,7,0,0,5,10,16,12,8,3,0,0,0,3,15,2,0,0,0,0,0,6,14,0,0,0,0,7
1123,0,0,0,13,6,0,0,0,0,0,5,16,8,0,0,0,0,0,11,8,0,0,0,0,0,0,13,4,0,0,0,0,0,0,14,15,16,14,5,0,0,0,13,7,0,0,13,1,0,0,10,6,0,5,14,0,0,0,2,13,12,15,4,0,6
1124,0,0,10,15,8,0,0,0,0,0,16,4,11,3,5,0,0,0,14,5,7,10,7,0,0,0,4,13,12,11,0,0,0,0,2,14,12,0,0,0,0,1,14,7,12,4,0,0,0,7,10,0,3,12,0,0,0,1,10,11,12,10,0,0,8
1125,0,0,0,8,12,0,0,0,0,0,5,16,3,0,2,0,0,1,16,5,1,10,15,1,0,9,16,4,9,16,7,0,0,7,16,16,16,7,0,0,0,0,2,8,16,2,0,0,0,0,0,10,13,0,0,0,0,0,0,12,10,0,0,0,4
1126,0,1,12,16,13,7,0,0,0,12,11,4,4,15,0,0,0,8,3,0,6,14,2,0,0,0,0,9,16,8,0,0,0,0,0,1,5,13,3,0,0,0,0,0,0,7,8,0,0,0,0,0,0,9,10,0,0,0,10,10,13,14,1,0,3
1127,0,0,1,12,11,1,0,0,0,0,1,16,16,4,0,0,0,0,3,16,15,2,0,0,0,0,9,16,12,0,0,0,0,0,12,16,5,0,0,0,0,0,14,16,6,0,0,0,0,0,9,16,8,0,0,0,0,0,2,11,13,1,0,0,1
1128,0,0,0,9,11,0,0,0,0,0,5,15,1,0,0,0,0,2,16,4,0,3,9,0,0,7,14,0,1,14,12,0,0,9,16,12,14,15,1,0,0,0,6,8,15,6,0,0,0,0,0,4,16,1,0,0,0,0,0,9,13,0,0,0,4
1129,0,0,5,15,12,1,0,0,0,0,8,8,6,12,0,0,0,2,5,0,0,12,2,0,0,4,14,0,0,8,6,0,0,7,11,0,0,9,7,0,0,3,13,0,0,12,3,0,0,0,16,5,9,14,1,0,0,0,5,15,11,4,0,0,0
1130,0,1,13,16,16,11,0,0,0,10,16,7,0,0,0,0,0,5,15,4,0,0,0,0,0,2,16,14,5,0,0,0,0,3,15,16,16,3,0,0,0,0,1,0,11,11,0,0,0,0,1,5,15,9,0,0,0,0,13,16,13,1,0,0,5
1131,0,1,13,16,16,12,1,0,0,12,15,6,12,16,3,0,0,13,10,10,16,9,0,0,0,0,5,16,15,4,0,0,0,0,0,2,10,14,1,0,0,0,0,0,1,16,7,0,0,0,3,1,5,16,9,0,0,1,14,16,16,11,1,0,3
1132,0,0,2,14,15,3,0,0,0,0,7,16,11,0,0,0,0,0,13,15,1,0,0,0,0,1,16,11,0,0,0,0,0,2,16,9,0,0,0,0,0,2,16,16,16,9,0,0,0,0,13,16,10,16,7,0,0,0,3,15,16,16,4,0,6
1133,0,0,12,16,15,6,0,0,0,0,15,12,7,15,1,0,0,1,15,15,7,16,4,0,0,1,12,16,16,14,1,0,0,0,0,4,10,13,0,0,0,0,0,0,1,15,3,0,0,0,3,0,2,16,6,0,0,0,13,16,16,15,1,0,9
1134,0,0,1,10,7,0,0,0,0,0,6,13,0,0,0,0,0,0,13,5,0,0,0,0,0,2,16,1,5,2,0,0,0,3,16,15,11,9,5,0,0,2,16,6,0,2,14,0,0,0,10,10,1,5,15,0,0,0,1,12,15,14,6,0,6
1135,0,0,3,16,12,2,0,0,0,0,6,16,16,3,0,0,0,0,9,16,16,0,0,0,0,0,9,16,16,1,0,0,0,0,9,16,16,0,0,0,0,0,9,16,13,0,0,0,0,0,7,16,13,0,0,0,0,0,3,14,16,3,0,0,1
1136,0,0,11,16,12,12,16,7,0,3,16,9,8,16,10,0,0,1,10,0,6,14,2,0,0,0,1,8,15,15,11,0,0,0,12,16,15,7,2,0,0,0,4,13,7,0,0,0,0,0,4,16,3,0,0,0,0,0,12,12,0,0,0,0,7
1137,0,0,2,10,16,12,0,0,0,2,15,14,8,1,0,0,0,2,16,4,0,0,0,0,0,6,16,14,13,3,0,0,0,10,16,7,11,12,0,0,0,0,1,0,4,16,0,0,0,0,0,0,7,16,2,0,0,0,2,14,16,8,0,0,5
1138,0,0,0,5,14,0,0,0,0,0,1,15,5,0,0,0,0,0,11,9,0,0,3,0,0,4,14,1,0,8,15,0,0,10,14,12,13,16,6,0,0,5,12,9,11,15,0,0,0,0,0,0,11,9,0,0,0,0,0,4,14,1,0,0,4
1139,0,0,0,11,8,0,0,0,0,0,8,15,2,0,2,1,0,2,16,5,0,4,16,3,0,5,16,8,11,16,9,0,0,4,15,14,13,16,2,0,0,0,0,0,10,10,0,0,0,0,0,3,16,3,0,0,0,0,0,9,11,0,0,0,4
1140,0,0,8,16,14,15,0,0,0,0,13,11,15,11,0,0,0,4,14,1,13,5,0,0,0,3,7,8,16,4,3,0,0,0,14,16,16,13,7,0,0,0,5,13,2,0,0,0,0,0,6,10,0,0,0,0,0,0,10,6,0,0,0,0,7
1141,0,2,15,15,3,0,0,0,0,11,15,11,12,0,0,0,0,8,10,0,16,0,0,0,0,1,3,2,16,0,0,0,0,0,0,4,12,0,0,0,0,0,1,12,9,0,0,0,0,0,14,16,13,13,15,3,0,2,13,14,12,12,8,1,2
1142,0,0,9,14,14,3,0,0,0,4,13,1,4,11,0,0,0,1,14,1,11,7,6,0,0,0,15,13,9,12,3,0,0,0,1,14,14,0,0,0,0,0,5,14,12,0,0,0,0,0,12,1,9,5,0,0,0,0,11,12,13,3,0,0,8
1143,0,0,5,16,15,3,0,0,0,0,13,15,14,7,0,0,0,0,13,4,13,8,0,0,0,0,0,0,16,5,0,0,0,0,0,7,16,0,0,0,0,0,6,15,9,0,0,0,0,2,16,16,16,9,13,3,0,0,5,2,9,16,14,3,2
1144,0,0,7,16,13,2,0,0,0,0,14,15,13,9,0,0,0,0,14,8,9,10,0,0,0,0,1,2,9,12,0,0,0,0,0,0,13,8,0,0,0,0,0,5,16,4,0,0,0,0,6,15,16,5,5,5,0,0,6,16,16,16,16,13,2
1145,0,0,10,16,15,8,2,0,0,9,16,12,8,9,3,0,0,13,16,9,0,0,0,0,0,7,16,16,10,0,0,0,0,7,13,8,16,4,0,0,0,0,0,1,16,5,0,0,0,0,2,12,15,1,0,0,0,0,13,16,6,0,0,0,5
1146,0,0,8,11,8,10,14,8,0,3,15,11,12,16,5,1,0,1,16,0,11,8,0,0,0,0,1,5,16,5,0,0,0,0,3,15,16,14,0,0,0,0,7,16,3,0,0,0,0,0,6,13,0,0,0,0,0,0,11,7,0,0,0,0,7
1147,0,0,8,15,9,0,0,0,0,1,16,10,16,9,0,0,0,2,6,2,16,16,1,0,0,3,9,9,16,14,0,0,0,0,7,5,12,5,0,0,0,0,0,0,7,12,1,0,0,0,0,0,2,16,4,0,0,0,9,13,12,10,1,0,9
1148,0,0,1,10,16,13,0,0,0,2,15,15,9,6,0,0,0,5,16,1,0,0,0,0,0,8,16,14,5,0,0,0,0,11,16,13,15,3,0,0,0,1,3,0,11,12,0,0,0,0,0,2,13,10,0,0,0,0,1,14,15,3,0,0,5
1149,0,0,0,9,16,3,0,0,0,0,7,16,7,0,0,0,0,2,15,8,0,1,7,0,0,9,14,0,2,13,14,0,0,8,16,14,15,16,6,0,0,1,7,8,16,12,0,0,0,0,0,7,16,5,0,0,0,0,0,12,12,0,0,0,4
1150,0,0,15,12,3,0,0,0,0,0,15,9,14,1,0,0,0,0,12,10,15,1,0,0,0,0,5,16,4,10,7,0,0,0,0,11,14,11,0,0,0,0,1,12,13,11,0,0,0,0,12,6,0,9,4,0,0,0,15,4,5,13,6,0,8
1151,0,1,14,16,16,11,2,0,0,0,14,9,2,10,11,0,0,0,5,16,5,14,5,0,0,0,0,12,16,16,5,0,0,0,7,14,14,8,0,0,0,1,14,3,6,11,0,0,0,4,8,0,8,11,0,0,0,2,13,12,15,2,0,0,8
1152,0,0,1,10,15,2,0,0,0,0,7,16,7,3,5,0,0,3,16,7,3,16,11,0,0,9,14,1,10,14,2,0,0,11,16,16,16,10,0,0,0,2,4,8,16,3,0,0,0,0,0,9,13,0,0,0,0,0,0,12,9,0,0,0,4
1153,0,0,2,12,9,0,0,0,0,0,1,15,7,9,0,0,0,0,0,11,1,14,1,0,0,0,10,8,11,13,1,0,0,0,9,14,16,9,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,3,14,2,0,0,5,14,13,14,10,1,9
1154,0,0,2,12,12,1,0,0,0,2,12,12,6,11,0,0,0,10,13,0,0,10,2,0,0,8,11,0,0,6,6,0,0,7,9,0,0,4,9,0,0,3,13,0,0,8,12,0,0,0,12,12,9,16,7,0,0,0,1,12,16,9,1,0,0
1155,0,3,14,5,0,0,0,0,0,2,15,15,3,1,1,0,0,0,6,16,4,13,8,0,0,0,0,14,14,13,1,0,0,0,2,15,13,1,0,0,0,1,14,8,15,0,0,0,0,5,12,0,12,3,0,0,0,2,14,13,15,3,0,0,8
1156,0,0,15,15,10,2,0,0,0,0,16,5,8,11,0,0,0,0,9,12,1,14,4,0,0,0,6,16,16,15,2,0,0,0,0,4,11,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,11,0,0,0,0,10,12,13,11,0,0,9
1157,0,3,16,9,2,0,0,0,0,3,16,13,12,0,0,0,0,0,12,11,14,10,6,0,0,0,2,15,16,10,2,0,0,0,6,14,15,1,0,0,0,3,15,4,9,7,0,0,0,6,13,1,10,9,0,0,0,2,11,12,14,4,0,0,8
1158,0,0,4,14,14,2,0,0,0,5,16,11,7,10,0,0,0,4,16,4,0,11,1,0,0,7,14,1,0,7,5,0,0,4,10,0,0,7,7,0,0,1,12,0,0,12,3,0,0,0,9,6,6,13,0,0,0,0,0,10,14,4,0,0,0
1159,0,0,0,5,15,13,1,0,0,0,2,14,16,14,0,0,0,1,13,16,16,12,0,0,0,9,16,14,16,6,0,0,0,3,5,6,16,4,0,0,0,0,0,8,16,2,0,0,0,0,0,9,16,3,0,0,0,0,0,4,15,13,1,0,1
1160,0,2,14,16,6,0,0,0,0,12,14,12,15,0,0,0,0,11,2,8,12,0,0,0,0,0,0,11,11,0,0,0,0,0,2,16,4,0,0,0,0,0,7,13,0,0,0,0,0,1,14,13,8,8,7,0,0,2,15,16,16,15,8,0,2
1161,0,1,9,15,16,6,0,0,0,13,15,10,16,11,0,0,0,5,3,4,16,7,0,0,0,0,0,8,16,7,0,0,0,0,0,1,13,15,5,0,0,0,0,0,2,13,11,0,0,0,12,5,3,13,14,0,0,0,10,16,16,14,5,0,3
1162,0,0,0,8,15,0,0,0,0,0,5,16,6,0,0,0,0,1,14,10,0,7,7,0,0,5,16,3,1,16,7,0,0,8,16,11,13,16,3,0,0,1,11,15,16,13,3,0,0,0,0,7,16,1,0,0,0,0,0,12,10,0,0,0,4
1163,0,0,5,12,16,9,0,0,0,7,16,10,3,0,0,0,0,8,13,0,0,0,0,0,0,9,14,4,6,0,0,0,0,4,14,12,13,13,1,0,0,0,0,0,0,15,4,0,0,0,0,0,4,15,7,0,0,0,4,12,13,8,0,0,5
1164,0,0,6,15,4,0,0,0,0,1,14,7,0,0,0,0,0,4,15,1,0,0,0,0,0,5,11,0,2,1,0,0,0,4,13,12,16,13,3,0,0,1,16,2,1,8,10,0,0,0,12,4,0,11,12,0,0,0,4,13,12,14,2,0,6
1165,0,0,8,14,16,16,2,0,0,0,11,6,7,16,1,0,0,0,0,0,10,12,0,0,0,1,11,16,16,16,12,0,0,2,12,13,13,2,0,0,0,0,1,14,4,0,0,0,0,0,8,12,0,0,0,0,0,0,12,7,0,0,0,0,7
1166,0,1,10,9,11,5,0,0,1,14,8,1,2,11,0,0,0,14,3,0,11,5,0,0,0,2,12,12,11,0,0,0,0,0,2,15,14,4,0,0,0,0,11,5,1,12,2,0,0,0,13,0,0,14,2,0,0,0,9,13,16,9,0,0,8
1167,0,0,9,16,15,3,0,0,0,6,16,11,10,12,0,0,0,7,15,1,1,15,5,0,0,3,16,6,9,16,9,0,0,0,5,11,13,14,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,13,11,0,0,0,10,16,16,15,6,0,9
1168,0,0,3,14,9,3,0,0,0,0,11,13,8,14,2,0,0,2,16,3,0,9,4,0,0,5,12,0,0,4,8,0,0,8,8,0,0,7,8,0,0,5,11,0,2,15,3,0,0,0,14,5,13,7,0,0,0,0,5,14,5,0,0,0,0
1169,0,0,0,0,13,12,0,0,0,0,0,10,16,14,0,0,0,1,12,16,16,11,0,0,0,11,16,12,16,8,0,0,0,6,4,7,16,6,0,0,0,0,0,6,16,5,0,0,0,0,0,4,16,8,0,0,0,0,0,0,15,11,0,0,1
1170,0,0,11,16,12,1,0,0,0,3,16,9,16,5,0,0,0,0,6,1,16,10,0,0,0,0,0,5,16,6,0,0,0,0,0,9,15,0,0,0,0,0,3,15,6,0,0,0,0,0,10,16,4,5,8,1,0,0,13,16,16,16,16,6,2
1171,0,0,7,14,16,13,1,0,0,9,15,8,10,16,7,0,0,5,1,0,14,14,1,0,0,0,0,4,16,12,0,0,0,0,0,2,16,13,0,0,0,0,0,0,6,16,7,0,0,0,9,7,6,16,9,0,0,0,5,15,16,11,3,0,3
1172,0,0,0,1,15,9,0,0,0,0,0,10,15,3,0,0,0,0,9,16,5,3,6,0,0,5,16,8,0,12,13,0,0,12,14,4,8,16,9,0,0,12,16,16,16,16,0,0,0,0,4,2,14,11,0,0,0,0,0,1,16,9,0,0,4
1173,0,1,12,16,16,15,0,0,0,7,16,9,4,3,0,0,0,10,15,1,0,0,0,0,0,11,15,8,7,1,0,0,0,2,13,16,16,15,5,0,0,0,0,0,0,13,14,0,0,0,2,7,13,16,9,0,0,0,14,16,12,5,0,0,5
1174,0,0,3,13,16,7,0,0,0,1,12,16,8,0,0,0,0,2,16,8,0,0,0,0,0,8,16,4,0,0,0,0,0,9,16,10,11,4,0,0,0,6,16,14,13,16,3,0,0,1,11,11,2,14,10,0,0,0,2,15,16,15,6,0,6
1175,0,0,5,13,16,16,6,0,0,0,12,6,4,13,9,0,0,0,0,0,1,15,3,0,0,0,0,2,10,13,2,0,0,2,12,16,16,12,5,0,0,1,6,9,11,0,0,0,0,0,0,15,1,0,0,0,0,0,6,11,0,0,0,0,7
1176,0,0,10,16,16,8,0,0,0,5,16,6,7,14,0,0,0,3,16,3,13,9,0,0,0,0,13,15,9,0,0,0,0,0,10,16,1,0,0,0,0,0,16,15,6,0,0,0,0,1,15,12,11,0,0,0,0,0,5,16,10,0,0,0,8
